temp,RH,wind,rain,fire
22.0,69.0,13.0,0.0,0
21.2,43.0,13.0,0.0,0
-1.0,80.0,11.2,0.6,0
23.2,61.0,1.8,0.0,0
-3.0,54.0,0.0,0.0,0
-12.0,92.0,15.1,0.0,0
21.2,43.0,13.0,0.0,0
1.0,80.0,6.8,0.1,0
31.0,75.0,6.1,0.0,0
13.2,22.0,4.7,0.0,0
22.0,17.0,6.1,0.0,0
-10.0,79.0,22.0,0.0,0
13.2,40.0,4.7,0.0,0
29.5,77.0,40.0,0.1,0
-26.0,76.0,33.1,0.2,0
30.3,51.0,11.5,0.0,0
-3.8,82.0,23.4,0.3,0
-33.4,98.0,11.2,0.1,0
-3.8,82.0,23.4,0.3,0
13.3,66.0,12.6,0.0,0
10.2,50.0,29.9,0.1,0
26.0,39.0,25.9,0.0,0
28.0,44.0,3.2,0.0,0
27.0,51.0,0.0,0.0,0
28.0,70.0,19.1,0.0,0
-26.2,74.0,9.7,0.0,0
21.0,18.0,20.2,0.0,0
35.7,36.0,14.4,0.0,0
21.0,20.0,13.0,0.0,0
7.0,81.0,11.2,0.0,0
13.2,22.0,4.7,0.0,0
27.3,82.0,36.4,0.1,0
12.2,22.0,5.8,0.0,0
21.0,18.0,20.2,0.0,0
35.7,36.0,14.4,0.0,0
-1.0,69.0,6.8,0.0,0
-17.1,70.0,16.2,0.0,0
28.7,9.0,16.6,0.0,0
24.9,24.0,9.0,0.0,0
22.0,19.0,15.1,0.0,0
11.0,71.0,9.0,0.0,0
27.0,58.0,16.9,0.0,0
14.3,52.0,14.8,0.0,0
13.1,47.0,3.2,0.0,0
12.2,22.0,5.8,0.0,0
-23.0,76.0,0.0,0.0,0
22.0,17.0,6.1,0.0,0
31.0,75.0,6.1,0.0,0
26.0,84.0,0.0,0.0,0
17.6,96.0,2.2,0.7,0
25.0,100.0,2.2,0.4,0
22.0,17.0,6.1,0.0,0
9.0,93.0,11.2,0.0,0
-8.0,92.0,37.1,1.4,0
17.2,26.0,24.1,0.0,0
27.0,89.0,15.1,2.6,0
-19.5,86.0,11.5,0.0,0
25.0,44.0,19.1,0.0,0
26.0,84.0,0.0,0.0,0
26.0,84.0,0.0,0.0,0
11.5,76.0,8.3,0.0,0
25.5,22.0,7.2,0.0,0
28.6,64.0,10.4,0.0,0
23.0,94.0,13.0,2.8,0
31.0,75.0,6.1,0.0,0
14.3,52.0,14.8,0.0,0
23.0,94.0,13.0,2.8,0
11.5,76.0,8.3,0.0,0
-2.8,46.0,4.0,0.0,0
21.0,64.0,15.1,2.2,0
3.0,93.0,0.0,0.0,0
28.0,84.0,19.1,0.5,0
13.3,66.0,12.6,0.0,0
-12.0,92.0,15.1,0.0,0
23.9,89.0,5.8,0.5,0
24.0,94.0,0.0,0.1,0
25.0,94.0,0.0,0.0,0
13.3,66.0,12.6,0.0,0
26.0,39.0,25.9,0.0,0
28.0,75.0,15.1,0.8,0
2.3,89.0,14.4,0.4,0
21.2,43.0,13.0,0.0,0
-32.0,67.0,4.0,0.0,0
26.0,94.0,6.8,4.0,0
18.0,22.0,6.1,0.0,0
12.5,68.0,11.9,0.0,0
22.0,61.0,24.1,0.1,0
27.0,58.0,16.9,0.0,0
25.0,100.0,13.0,2.7,0
32.0,30.0,6.8,0.0,0
13.3,66.0,12.6,0.0,0
-2.0,74.0,6.8,0.0,0
20.0,64.0,20.2,0.0,0
24.9,72.0,21.2,0.0,0
18.0,22.0,6.1,0.0,0
11.5,76.0,8.3,0.0,0
29.8,78.0,23.4,0.0,0
24.0,94.0,0.0,0.3,0
17.0,95.0,2.9,0.3,0
12.2,22.0,5.8,0.0,0
22.0,17.0,6.1,0.0,0
22.0,61.0,24.1,0.1,0
-3.6,87.0,19.8,0.0,0
24.5,71.0,24.8,0.0,0
25.6,64.0,16.9,0.0,0
2.7,82.0,45.7,0.0,0
-19.6,97.0,8.3,0.0,0
21.0,64.0,15.1,2.3,0
12.2,22.0,5.8,0.0,0
-8.3,92.0,11.9,0.0,0
26.0,84.0,0.0,3.9,0
11.5,76.0,8.3,0.0,0
27.0,66.0,0.0,0.1,0
3.9,52.0,15.1,0.0,0
24.9,24.0,9.0,0.0,0
31.0,75.0,6.1,0.0,0
-15.1,80.0,14.0,0.0,0
29.3,31.0,18.7,0.0,0
-13.4,26.0,5.0,0.0,0
-31.4,73.0,4.0,0.0,0
23.0,94.0,13.0,2.8,0
35.7,36.0,14.4,0.0,0
-16.0,84.0,15.1,0.0,0
27.0,58.0,16.9,0.0,0
34.5,14.0,18.7,0.0,0
28.4,77.0,10.4,9.8,0
-20.0,77.0,6.1,0.0,0
24.2,30.0,3.2,0.0,0
28.6,64.0,10.4,0.0,0
27.0,58.0,16.9,0.0,0
12.2,22.0,5.8,0.0,0
35.7,36.0,14.4,0.0,0
30.3,51.0,11.5,0.0,0
13.1,47.0,3.2,0.0,0
22.0,19.0,15.1,0.0,0
13.2,22.0,4.7,0.0,0
35.7,36.0,14.4,0.0,0
-3.6,50.0,16.2,0.0,0
21.3,65.0,7.9,0.6,0
22.0,19.0,15.1,0.0,0
12.2,22.0,5.8,0.0,0
1.0,80.0,29.9,2.4,0
27.0,66.0,0.0,0.1,0
13.3,66.0,12.6,0.0,0
-21.9,97.0,18.4,0.2,0
12.5,68.0,11.9,0.0,0
-8.0,92.0,37.1,1.4,0
-25.7,90.0,2.9,0.0,0
13.2,22.0,4.7,0.0,0
16.0,77.0,29.9,0.3,0
-12.0,92.0,15.1,0.0,0
13.2,40.0,4.7,0.0,0
-17.8,43.0,9.0,0.0,0
1.0,59.0,16.9,1.0,0
-21.2,99.0,5.4,0.0,0
12.0,75.0,8.3,0.0,0
23.0,94.0,13.0,2.8,0
23.1,95.0,3.2,3.6,0
24.0,94.0,0.0,0.1,0
21.4,27.0,3.2,0.0,0
27.0,16.0,46.1,0.1,0
29.4,76.0,15.5,4.2,0
-1.0,80.0,11.2,0.6,0
-31.0,99.0,9.0,0.0,0
28.6,64.0,10.4,0.0,0
-30.5,67.0,4.0,0.0,0
-23.0,76.0,0.0,0.0,0
25.8,78.0,15.5,6.5,0
-24.3,98.0,9.0,0.0,0
35.0,53.0,16.9,0.0,0
-27.8,98.0,15.8,0.2,0
21.0,18.0,20.2,0.0,0
22.4,35.0,30.2,0.0,0
-16.6,93.0,8.3,0.3,0
26.0,84.0,0.0,0.0,0
28.0,37.0,22.0,0.0,0
14.7,65.0,10.1,0.0,0
11.5,76.0,8.3,0.0,0
-20.7,96.0,6.1,0.0,0
27.0,66.0,0.0,0.1,0
30.0,66.0,9.0,0.0,0
-21.4,98.0,8.3,0.0,0
13.1,47.0,3.2,0.0,0
21.0,18.0,20.2,0.0,0
-4.8,30.0,40.0,0.0,0
28.2,76.0,22.0,0.5,0
3.0,93.0,0.0,0.0,0
23.0,94.0,13.0,2.8,0
13.3,66.0,12.6,0.0,0
-23.0,76.0,0.0,0.0,0
-30.9,90.0,6.5,0.1,0
12.2,22.0,5.8,0.0,0
24.0,94.0,0.0,0.1,0
-25.1,54.0,7.9,0.0,0
35.7,36.0,14.4,0.0,0
12.5,68.0,11.9,0.0,0
21.2,43.0,13.0,0.0,0
11.5,76.0,8.3,0.0,0
12.5,68.0,11.9,0.0,0
-36.2,82.0,2.2,0.0,0
25.0,100.0,13.0,2.7,0
1.0,69.0,11.2,0.5,0
14.4,40.0,9.0,0.0,0
27.0,89.0,15.1,0.0,0
-8.8,92.0,13.0,0.1,0
30.3,51.0,11.5,0.0,0
21.0,18.0,20.2,0.0,0
-26.5,87.0,5.0,0.0,0
11.0,71.0,9.0,0.0,0
11.5,76.0,8.3,0.0,0
35.7,36.0,14.4,0.0,0
12.5,68.0,11.9,0.0,0
29.0,79.0,0.0,5.9,0
27.0,84.0,15.1,1.9,0
-14.0,85.0,25.9,0.0,0
23.0,19.0,13.0,0.0,0
33.1,39.0,28.1,0.0,0
-31.0,75.0,6.1,0.0,0
23.0,19.0,13.0,0.0,0
21.0,18.0,20.2,0.0,0
11.5,76.0,8.3,0.0,0
30.3,51.0,11.5,0.0,0
7.0,81.0,11.2,0.0,0
12.5,68.0,11.9,0.0,0
12.2,22.0,5.8,0.0,0
12.2,22.0,5.8,0.0,0
27.0,80.0,21.6,0.0,0
-32.0,67.0,4.0,0.0,0
22.0,17.0,6.1,0.0,0
13.2,22.0,4.7,0.0,0
21.0,17.0,16.9,0.0,0
24.2,30.0,3.2,0.0,0
22.0,17.0,6.1,0.0,0
22.0,19.0,15.1,0.0,0
26.0,32.0,4.0,0.0,0
21.2,43.0,13.0,0.0,0
13.3,66.0,12.6,0.0,0
-23.0,76.0,6.8,0.0,0
22.0,19.0,15.1,0.0,0
11.5,76.0,8.3,0.0,0
31.0,59.0,19.1,0.2,0
27.0,51.0,0.0,0.0,0
23.0,94.0,13.0,2.8,0
21.3,65.0,7.9,0.6,0
28.3,81.0,28.8,0.3,0
32.0,44.0,3.2,0.0,0
23.0,89.0,0.0,0.3,0
-4.0,86.0,6.1,0.0,0
26.0,84.0,11.2,3.5,0
-32.3,97.0,6.8,0.0,0
30.3,51.0,11.5,0.0,0
22.0,17.0,6.1,0.0,0
13.2,22.0,4.7,0.0,0
-23.0,76.0,0.0,0.0,0
35.7,36.0,14.4,0.0,0
14.3,52.0,14.8,0.0,0
26.0,61.0,28.1,0.0,0
22.0,43.0,11.2,0.0,0
14.3,52.0,14.8,0.0,0
-23.0,70.0,29.9,0.0,0
27.0,66.0,0.0,0.1,0
35.7,36.0,14.4,0.0,0
13.3,66.0,12.6,0.0,0
21.0,64.0,15.1,2.2,0
28.6,64.0,10.4,0.0,0
23.0,94.0,13.0,2.8,0
25.0,100.0,13.0,3.8,0
28.3,79.0,22.0,3.6,0
13.3,66.0,12.6,0.0,0
11.5,76.0,8.3,0.0,0
26.0,84.0,0.0,0.0,0
23.0,94.0,13.0,2.8,0
15.0,55.0,28.1,0.0,0
-12.2,60.0,33.1,0.0,0
25.5,83.0,24.1,0.1,0
11.8,85.0,6.8,1.3,0
13.2,22.0,4.7,0.0,0
-1.0,80.0,11.2,0.6,0
22.0,69.0,24.1,0.0,0
26.0,39.0,25.9,0.0,0
30.3,51.0,11.5,0.0,0
12.2,22.0,5.8,0.0,0
14.4,83.0,11.5,1.5,0
23.0,94.0,13.0,2.8,0
-23.0,76.0,0.0,0.0,0
12.2,22.0,5.8,0.0,0
27.0,16.0,46.1,0.1,0
27.2,6.0,11.2,0.0,0
28.0,37.0,22.0,0.0,0
25.6,92.0,5.4,2.1,0
28.6,64.0,10.4,0.0,0
-30.0,93.0,3.6,0.0,0
11.8,85.0,6.8,1.3,0
-6.7,78.0,17.6,0.0,0
-19.0,70.0,6.8,0.0,0
31.0,75.0,6.1,0.0,0
29.0,55.0,6.1,0.0,0
26.0,32.0,4.0,0.0,0
18.0,39.0,11.2,0.0,0
27.0,66.0,0.0,0.1,0
23.0,94.0,13.0,2.8,0
-10.0,79.0,22.0,0.0,0
-10.9,89.0,15.5,0.5,0
31.0,75.0,6.1,0.0,0
22.0,61.0,24.1,0.1,0
27.0,51.0,0.0,0.0,0
26.1,89.0,17.3,6.9,0
-25.5,82.0,4.7,0.0,0
13.2,22.0,4.7,0.0,0
20.0,53.0,19.1,0.0,0
-7.0,86.0,9.0,0.0,0
13.1,47.0,3.2,0.0,0
-8.1,49.0,15.1,0.0,0
-11.8,94.0,13.7,0.0,0
-8.0,92.0,24.1,1.4,0
31.0,75.0,6.1,0.0,0
12.5,68.0,11.9,0.0,0
1.0,80.0,29.9,2.4,0
35.7,36.0,14.4,0.0,0
18.0,22.0,6.1,0.0,0
12.2,22.0,5.8,0.0,0
-14.0,85.0,25.9,0.0,0
21.0,64.0,15.1,2.2,0
24.2,30.0,3.2,0.0,0
-1.0,80.0,11.2,0.6,0
13.3,66.0,12.6,0.0,0
11.4,19.0,14.8,0.0,0
21.0,40.0,4.0,0.0,0
21.2,43.0,13.0,0.0,0
28.0,89.0,19.1,0.7,0
28.5,53.0,21.2,0.0,0
13.3,66.0,12.6,0.0,0
17.9,33.0,4.3,0.0,0
11.5,76.0,8.3,0.0,0
14.0,67.0,13.0,0.0,0
18.0,22.0,6.1,0.0,0
1.0,80.0,29.9,2.4,0
11.5,76.0,8.3,0.0,0
30.3,51.0,11.5,0.0,0
11.5,76.0,8.3,0.0,0
24.0,83.0,29.9,0.0,0
-13.6,97.0,9.0,0.0,0
27.0,58.0,16.9,0.0,0
16.1,16.0,0.0,0.0,0
12.2,22.0,5.8,0.0,0
31.0,78.0,22.7,2.7,0
-16.1,62.0,9.0,0.3,0
13.7,17.0,0.0,0.0,0
12.5,68.0,11.9,0.0,0
-12.0,92.0,15.1,0.0,0
12.5,68.0,11.9,0.0,0
30.3,51.0,11.5,0.0,0
12.2,22.0,5.8,0.0,0
30.3,51.0,11.5,0.0,0
21.0,64.0,15.1,2.2,0
22.0,19.0,15.1,0.0,0
-10.9,89.0,15.5,0.5,0
28.0,37.0,22.0,0.0,0
22.0,19.0,15.1,0.0,0
14.3,52.0,14.8,0.0,0
26.0,84.0,0.0,3.9,0
-32.0,67.0,4.0,0.0,0
-32.1,43.0,6.8,0.0,0
13.1,47.0,3.2,0.0,0
27.0,94.0,11.2,8.8,0
12.7,56.0,10.8,0.0,0
11.8,85.0,6.8,1.3,0
-20.2,93.0,12.2,0.6,0
5.0,100.0,9.0,1.8,0
25.5,21.0,7.9,0.0,0
-1.0,80.0,11.2,0.6,0
26.0,84.0,0.0,0.0,0
21.4,27.0,3.2,0.0,0
30.3,51.0,11.5,0.0,0
13.2,40.0,4.7,0.0,0
11.5,76.0,8.3,0.0,0
35.7,36.0,14.4,0.0,0
-1.1,81.0,63.0,0.0,0
-34.0,74.0,6.1,0.0,0
22.0,17.0,6.1,0.0,0
14.3,52.0,14.8,0.0,0
26.0,39.0,25.9,0.0,0
21.0,64.0,15.1,2.2,0
9.9,37.0,9.7,0.0,0
14.3,52.0,14.8,0.0,0
21.2,43.0,13.0,0.0,0
27.0,16.0,46.1,0.1,0
21.3,65.0,7.9,0.6,0
5.0,100.0,9.0,1.8,0
21.5,42.0,20.9,0.0,0
-13.0,45.0,16.9,0.0,0
12.2,22.0,5.8,0.0,0
21.0,18.0,20.2,0.0,0
2.0,80.0,15.1,0.0,0
-8.4,75.0,1.1,0.0,0
32.0,67.0,22.0,0.3,0
29.2,76.0,20.5,6.7,0
9.2,67.0,8.3,0.0,0
21.4,27.0,3.2,0.0,0
13.3,66.0,12.6,0.0,0
29.3,70.0,4.7,2.3,0
22.0,19.0,15.1,0.0,0
30.0,66.0,9.0,0.0,0
-6.9,62.0,5.8,0.0,0
28.0,37.0,22.0,0.0,0
26.0,84.0,0.0,0.0,0
21.0,18.0,20.2,0.0,0
13.2,22.0,4.7,0.0,0
14.3,52.0,14.8,0.0,0
13.3,66.0,12.6,0.0,0
-13.9,72.0,24.1,0.6,0
2.0,80.0,15.1,0.0,0
30.3,51.0,11.5,0.0,0
26.6,94.0,7.9,8.2,0
12.5,68.0,11.9,0.0,0
-11.5,80.0,19.1,0.0,0
-29.0,68.0,9.0,0.0,0
12.5,68.0,11.9,0.0,0
21.3,65.0,7.9,0.6,0
27.0,51.0,0.0,0.0,0
4.1,60.0,4.0,0.0,0
13.1,47.0,3.2,0.0,0
-6.9,74.0,28.1,0.0,0
31.0,75.0,6.1,0.0,0
13.2,22.0,4.7,0.0,0
12.5,68.0,11.9,0.0,0
21.0,64.0,15.1,2.3,0
23.0,94.0,13.0,2.8,0
21.2,43.0,13.0,0.0,0
12.2,22.0,5.8,0.0,0
22.0,19.0,15.1,0.0,0
-10.0,79.0,22.0,0.4,0
18.9,26.0,5.0,0.0,0
30.3,51.0,11.5,0.0,0
23.0,19.0,13.0,0.0,0
-17.5,95.0,8.6,0.4,0
14.3,52.0,14.8,0.0,0
4.3,80.0,8.6,0.0,0
13.3,66.0,12.6,0.0,0
20.0,68.0,20.2,0.0,0
23.0,94.0,13.0,2.8,0
24.0,79.0,28.4,1.4,0
-32.0,67.0,4.0,0.0,0
-14.8,97.0,16.9,0.0,0
31.0,75.0,6.1,0.0,0
3.0,81.0,20.2,2.0,0
22.0,19.0,15.1,0.0,0
29.0,66.0,0.0,0.0,0
12.2,22.0,5.8,0.0,0
13.2,22.0,4.7,0.0,0
16.2,75.0,25.9,0.0,0
-21.9,93.0,0.7,0.0,0
18.0,39.0,11.2,0.0,0
13.0,94.0,16.9,0.0,0
23.0,94.0,13.0,2.8,0
-31.4,73.0,4.0,0.0,0
24.0,94.0,0.0,0.1,0
-32.0,67.0,4.0,0.0,0
12.5,68.0,11.9,0.0,0
-29.7,48.0,8.3,0.0,0
11.5,76.0,8.3,0.0,0
12.2,22.0,5.8,0.0,0
11.0,71.0,9.0,0.0,0
27.0,74.0,22.0,0.0,0
18.0,39.0,11.2,0.0,0
-1.0,80.0,11.2,0.6,0
23.0,94.0,13.0,2.8,0
23.9,66.0,20.2,0.0,0
-10.9,89.0,15.5,0.5,0
-29.2,89.0,6.5,0.0,0
25.0,100.0,13.0,2.7,0
29.0,75.0,9.0,0.0,0
30.3,51.0,11.5,0.0,0
12.2,22.0,5.8,0.0,0
13.2,22.0,4.7,0.0,0
22.0,19.0,15.1,0.0,0
23.0,41.0,13.0,0.0,0
19.2,38.0,7.6,0.0,0
26.0,84.0,6.1,4.8,0
21.2,43.0,13.0,0.0,0
17.0,59.0,34.9,0.5,0
30.3,51.0,11.5,0.0,0
13.3,66.0,12.6,0.0,0
-28.0,94.0,16.6,0.2,0
-12.0,92.0,0.0,0.0,0
27.0,58.0,16.9,0.0,0
11.5,76.0,8.3,0.0,0
27.0,16.0,46.1,0.1,0
2.0,80.0,15.1,0.0,0
12.5,68.0,11.9,0.0,0
12.5,68.0,11.9,0.0,0
13.1,47.0,3.2,0.0,0
21.0,18.0,20.2,0.0,0
25.5,21.0,7.9,0.0,0
14.0,67.0,19.1,0.2,0
11.5,76.0,8.3,0.0,0
28.0,84.0,0.0,0.4,0
-20.9,95.0,9.7,0.0,0
11.5,76.0,8.3,0.0,0
21.3,65.0,7.9,0.6,0
13.2,24.0,4.0,0.0,0
19.0,88.0,22.0,0.1,0
13.2,22.0,4.7,0.0,0
26.0,32.0,4.0,0.0,0
19.0,26.0,11.2,0.0,0
-3.0,54.0,15.1,0.0,0
20.3,76.0,11.2,0.0,0
12.2,22.0,5.8,0.0,0
25.0,100.0,13.0,2.7,0
35.7,36.0,14.4,0.0,0
24.2,30.0,3.2,0.0,0
-34.0,74.0,6.1,0.0,0
26.0,32.0,4.0,0.0,0
26.0,84.0,0.0,0.0,0
5.0,100.0,9.0,1.8,0
21.3,65.0,7.9,0.6,0
14.0,72.0,15.1,0.0,0
-32.0,67.0,4.0,0.0,0
18.9,26.0,5.0,0.0,0
-23.0,76.0,0.0,0.0,0
13.3,66.0,12.6,0.0,0
30.3,51.0,11.5,0.0,0
27.0,66.0,0.0,0.1,0
-1.0,42.0,33.1,0.0,0
12.2,22.0,5.8,0.0,0
3.0,87.0,20.2,0.0,0
12.2,22.0,5.8,0.0,0
22.0,19.0,15.1,0.0,0
23.0,94.0,13.0,2.8,0
24.9,24.0,9.0,0.0,0
-26.0,76.0,33.1,0.2,0
-10.0,79.0,22.0,0.0,0
27.0,58.0,16.9,0.0,0
21.0,18.0,20.2,0.0,0
-12.2,84.0,6.1,0.0,0
13.2,40.0,4.7,0.0,0
-34.0,74.0,6.1,0.0,0
11.5,76.0,8.3,0.0,0
-12.0,92.0,15.1,0.0,0
-12.0,92.0,4.0,0.0,0
17.2,26.0,24.1,0.0,0
30.3,51.0,11.5,0.0,0
21.3,95.0,5.0,0.2,0
-9.7,75.0,5.4,0.0,0
12.5,68.0,11.9,0.0,0
26.3,57.0,11.5,0.1,0
12.2,22.0,5.8,0.0,0
13.2,22.0,4.7,0.0,0
21.0,18.0,20.2,0.0,0
-5.9,77.0,12.2,0.0,0
